"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"DRUGS & AGING","1170-229X","1179-1969","ADIS INT LTD","5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627"
"DRUGS IN R&D","1174-5886","1179-6901","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"DRUGS OF THE FUTURE","0377-8282","2013-0368","PROUS SCIENCE, SAU-THOMSON REUTERS","398 PROVENCA, BARCELONA, SPAIN, 08025"
"DRUGS OF TODAY","1699-3993","1699-4019","PROUS SCIENCE, SAU-THOMSON REUTERS","398 PROVENCA, BARCELONA, SPAIN, 08025"
"DRUG TESTING AND ANALYSIS","1942-7603","1942-7611","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"DRVNA INDUSTRIJA","0012-6772","1847-1153","ZAGREB UNIV, FAC FORESTRY","SVETOSIMUNSKA 25, ZAGREB, CROATIA, HRVATSKA, 10000"
"DRYING TECHNOLOGY","0737-3937","1532-2300","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"DUKE MATHEMATICAL JOURNAL","0012-7094","1547-7398","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701"
"DYES AND PIGMENTS","0143-7208","1873-3743","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"DYNA","0012-7361","1989-1490","FEDERACION ASOCIACIONES INGENIEROS INDUSTRIALES ESPANA","ALAMEDA DE MAZARREDO, BILBAO, SPAIN, 69-48009"
"DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL","1468-9367","1468-9375","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"DYNAMIC GAMES AND APPLICATIONS","2153-0785","2153-0793","SPRINGER BIRKHAUSER","233 SPRING STREET, 6TH FLOOR, NEW YORK, USA, NY, 10013"
"DYNAMICS OF ATMOSPHERES AND OCEANS","0377-0265","1872-6879","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"DYNAMICS OF PARTIAL DIFFERENTIAL EQUATIONS","1548-159X","1548-159X","INT PRESS BOSTON, INC","PO BOX 43502, SOMERVILLE, USA, MA, 02143"
"DYNAMIC SYSTEMS AND APPLICATIONS","1056-2176","1056-2176","DYNAMIC PUBLISHERS, INC","PO BOX 48654, ATLANTA, USA, GA, 30362-0654"
"DYNAMIS","0211-9536","2340-7948","EDITORIAL UNIV GRANADA","ANTIGUO COLEGIO MAXIMO, CAMPUS CARTUJA, GRANADA, SPAIN, 18071"
"DYSPHAGIA","0179-051X","1432-0460","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"EAR AND HEARING","0196-0202","1538-4667","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"EARLY HUMAN DEVELOPMENT","0378-3782","1872-6232","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000"
"EARLY INTERVENTION IN PSYCHIATRY","1751-7885","1751-7893","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"EARLY SCIENCE AND MEDICINE","1383-7427","1573-3823","BRILL ACADEMIC PUBLISHERS","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA"
"EARTH AND ENVIRONMENTAL SCIENCE TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH","1755-6910","1755-6929","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU"
"EARTH AND PLANETARY SCIENCE LETTERS","0012-821X","1385-013X","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"EARTH AND SPACE SCIENCE","2333-5084","2333-5084","AMER GEOPHYSICAL UNION","2000 FLORIDA AVE NW, WASHINGTON, USA, DC, 20009"
"EARTH INTERACTIONS","1087-3562","1087-3562","AMER GEOPHYSICAL UNION","2000 FLORIDA AVE NW, WASHINGTON, USA, DC, 20009"
"EARTH MOON AND PLANETS","0167-9295","1573-0794","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"EARTH PLANETS AND SPACE","1880-5981","1880-5981","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"EARTHQUAKE ENGINEERING AND ENGINEERING VIBRATION","1671-3664","1993-503X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS","0098-8847","1096-9845","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"EARTHQUAKES AND STRUCTURES","2092-7614","2092-7622","TECHNO-PRESS","PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600"
"EARTHQUAKE SPECTRA","8755-2930","1944-8201","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"EARTH SCIENCE INFORMATICS","1865-0473","1865-0481","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"EARTH-SCIENCE REVIEWS","0012-8252","1872-6828","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"EARTH SCIENCES HISTORY","0736-623X","1944-6187","HISTORY EARTH SCIENCES SOC","C/O DAVID I. SPANAGEL, SECRETARY 101 GROVE STREET, SHREWSBURY, USA, MA, 01545"
"EARTH SCIENCES RESEARCH JOURNAL","1794-6190","2339-3459","UNIV NACIONAL DE COLOMBIA","EDIFICIO MANUAL ANCIZAR AA, BOGOTA, COLOMBIA, 14490"
"EARTHS FUTURE","2328-4277","2328-4277","AMER GEOPHYSICAL UNION","2000 FLORIDA AVE NW, WASHINGTON, USA, DC, 20009"
"EARTH SURFACE DYNAMICS","2196-6311","2196-632X","COPERNICUS GESELLSCHAFT MBH","BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081"
"EARTH SURFACE PROCESSES AND LANDFORMS","0197-9337","1096-9837","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"EARTH SYSTEM DYNAMICS","2190-4979","2190-4987","COPERNICUS GESELLSCHAFT MBH","BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081"
"EARTH SYSTEM SCIENCE DATA","1866-3508","1866-3516","COPERNICUS GESELLSCHAFT MBH","BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081"
"EAST ASIAN JOURNAL ON APPLIED MATHEMATICS","2079-7362","2079-7370","GLOBAL SCIENCE PRESS","ROOM 3208, CENTRAL PLAZA, 18 HARBOUR RD, WANCHAI, PEOPLES R CHINA, HONG KONG, 00000"
"EASTERN MEDITERRANEAN HEALTH JOURNAL","1020-3397","1687-1634","WHO EASTERN MEDITERRANEAN REGIONAL OFFICE","P. O. BOX 7608, NASR CITY, CAIRO, EGYPT,"
"EATING AND WEIGHT DISORDERS-STUDIES ON ANOREXIA BULIMIA AND OBESITY","1124-4909","1590-1262","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"EATING DISORDERS","1064-0266","1532-530X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"EBIOMEDICINE","2352-3964","2352-3964","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES","0742-2822","1540-8175","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOGRAPHY","0906-7590","1600-0587","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOHEALTH","1612-9202","1612-9210","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ECOHYDROLOGY","1936-0584","1936-0592","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOHYDROLOGY & HYDROBIOLOGY","1642-3593","2080-3397","INT CENTRE ECOLOGY, POLISH ACAD SCIENCES","DZIEKANOW LESNY, LOMIANKI, POLAND, 00000"
"ECOLOGICAL APPLICATIONS","1051-0761","1939-5582","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOLOGICAL CHEMISTRY AND ENGINEERING S-CHEMIA I INZYNIERIA EKOLOGICZNA S","1898-6196","1898-6196","SOC ECOLOGICAL CHEMISTRY & ENGINEERING","OPOLE UNIV, OLESKA 48, OPOLE, POLAND, 45-951"
"ECOLOGICAL COMPLEXITY","1476-945X","1476-9840","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ECOLOGICAL ECONOMICS","0921-8009","1873-6106","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ECOLOGICAL ENGINEERING","0925-8574","1872-6992","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ECOLOGICAL ENTOMOLOGY","0307-6946","1365-2311","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOLOGICAL INDICATORS","1470-160X","1872-7034","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ECOLOGICAL INFORMATICS","1574-9541","1878-0512","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ECOLOGICAL MANAGEMENT & RESTORATION","1442-7001","1442-8903","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOLOGICAL MODELLING","0304-3800","1872-7026","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ECOLOGICAL MONOGRAPHS","0012-9615","1557-7015","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOLOGICAL PROCESSES","2192-1709","2192-1709","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"ECOLOGICAL RESEARCH","0912-3814","1440-1703","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOLOGICAL RESTORATION","1543-4060","1543-4079","UNIV WISCONSIN PRESS","JOURNAL DIVISION, 1930 MONROE ST, 3RD FL, MADISON, USA, WI, 53711"
"ECOLOGY","0012-9658","1939-9170","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOLOGY AND EVOLUTION","2045-7758","2045-7758","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOLOGY AND SOCIETY","1708-3087","1708-3087","RESILIENCE ALLIANCE","ACADIA UNIV, BIOLOGY DEPT, WOLFVILLE, CANADA, NS, B0P 1X0"
"ECOLOGY LETTERS","1461-023X","1461-0248","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOLOGY OF FOOD AND NUTRITION","0367-0244","1543-5237","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"ECOLOGY OF FRESHWATER FISH","0906-6691","1600-0633","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH","2073-106X","2073-1558","AUSTRIAN ACAD SCIENCES PRESS, UNIV INNSBRUCK","PO BOX 471, POSTGASSE 7, VIENNA, AUSTRIA, 1011"
"ECONOMETRICA","0012-9682","1468-0262","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECONOMETRIC REVIEWS","0747-4938","1532-4168","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"ECONOMETRICS JOURNAL","1368-4221","1368-423X","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"ECONOMETRIC THEORY","0266-4666","1469-4360","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473"
"ECONOMIC BOTANY","0013-0001","1874-9364","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH","0424-267X","1842-3264","ACAD ECONOMIC STUDIES","15-17 CALEA DOROBANTI, SECTOR 1, BUCHAREST, ROMANIA, 00000"
"ECONOMIC GEOLOGY","0361-0128","1554-0774","SOC ECONOMIC GEOLOGISTS, INC","7811 SCHAFFER PARKWAY, LITTLETON, USA, CO, 80127"
"ECONOMICS & HUMAN BIOLOGY","1570-677X","1873-6130","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ECOSCIENCE","1195-6860","2376-7626","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"ECOSPHERE","2150-8925","2150-8925","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ECOSYSTEM HEALTH AND SUSTAINABILITY","2096-4129","2332-8878","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"ECOSYSTEMS","1432-9840","1435-0629","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ECOSYSTEM SERVICES","2212-0416","2212-0416","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ECOTOXICOLOGY","0963-9292","1573-3017","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","0147-6513","1090-2414","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY","2162-8769","2162-8777","ELECTROCHEMICAL SOC INC","65 SOUTH MAIN STREET, PENNINGTON, USA, NJ, 08534"
"EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT","0013-1644","1552-3888","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"EFORT OPEN REVIEWS","2058-5241","2058-5241","BRITISH EDITORIAL SOC BONE & JOINT SURGERY","22 BUCKINGHAM ST, LONDON, ENGLAND, WC2N 6ET"
"EFSA JOURNAL","1831-4732","1831-4732","EUROPEAN FOOD SAFETY AUTHORITY-EFSA","EUROPEAN FOOD SAFETY AUTHORITY-EFSA, PARMA, ITALY, 00000"
"EGYPTIAN INFORMATICS JOURNAL","1110-8665","2090-4754","CAIRO UNIV, FAC COMPUTERS & INFORMATION","AHMED ZEWAIL, AD DOQI, GIZA GOVERNORATE, EGYPT, 00000"
"EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL","1110-1768","2536-9342","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"EJNMMI PHYSICS","2197-7364","2197-7364","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"EJNMMI RESEARCH","2191-219X","2191-219X","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"EJSO","0748-7983","1532-2157","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"EKSPLOATACJA I NIEZAWODNOSC-MAINTENANCE AND RELIABILITY","1507-2711","1507-2711","POLISH MAINTENANCE SOC","REDAKCJA KWARTALNIKA EKSPLOATACJA & NIEZAWODNOSC, UL NADBYSTRZYCKA 36, LUBLIN, POLAND, 20-618"
"ELECTRICAL ENGINEERING","0948-7921","1432-0487","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ELECTRICAL ENGINEERING IN JAPAN","0424-7760","1520-6416","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ELECTRIC POWER COMPONENTS AND SYSTEMS","1532-5008","1532-5016","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"ELECTRIC POWER SYSTEMS RESEARCH","0378-7796","1873-2046","ELSEVIER SCIENCE SA","PO BOX 564, LAUSANNE, SWITZERLAND, 1001"
"ELECTROANALYSIS","1040-0397","1521-4109","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"ELECTROCATALYSIS","1868-2529","1868-5994","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ELECTROCHEMISTRY","1344-3542","2186-2451","ELECTROCHEMICAL SOC JAPAN","NIHON-KOUDOUKAI BUILDING 7F,  3-1-6, NISHIKANDA, CHIYODA-KU, TOKYO, JAPAN, 101-0065"
"ELECTROCHEMISTRY COMMUNICATIONS","1388-2481","1873-1902","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"ELECTROCHIMICA ACTA","0013-4686","1873-3859","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"ELECTROMAGNETIC BIOLOGY AND MEDICINE","1536-8378","1536-8386","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"ELECTROMAGNETICS","0272-6343","1532-527X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS","1567-4223","1873-7846","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ELECTRONIC COMMUNICATIONS IN PROBABILITY","1083-589X","1083-589X","UNIV WASHINGTON, DEPT MATHEMATICS","BOX 354350, SEATTLE, USA, WASHINGTON, 98195-4350"
"ELECTRONIC JOURNAL OF BIOTECHNOLOGY","0717-3458","0717-3458","UNIV CATOLICA DE VALPARAISO","AV BRASIL 2950, PO BOX 4059, VALPARAISO, CHILE,"
"ELECTRONIC JOURNAL OF COMBINATORICS","1077-8926","1077-8926","ELECTRONIC JOURNAL OF COMBINATORICS","C/O FELIX LAZEBNIK, RM 507, EWING HALL, UNIV DELAWARE, DEPT MATHEMATICAL SCIENCES, NEWARK, USA, DE, 19716"
"ELECTRONIC JOURNAL OF DIFFERENTIAL EQUATIONS","1072-6691","1072-6691","TEXAS STATE UNIV","601 UNIVERSTITY DRIVE, SAN MARCOS, USA, TX, 78666"
"ELECTRONIC JOURNAL OF LINEAR ALGEBRA","1537-9582","1081-3810","INT LINEAR ALGEBRA SOC","C/O JAMES WEAVER DEPT MATH & STATISTICS, UNIV WEST FLORIDA, 11000 UNIV PARKWAY, PENSACOLA, USA, FLORIDA, 32514-5751"
"ELECTRONIC JOURNAL OF PROBABILITY","1083-6489","1083-6489","UNIV WASHINGTON, DEPT MATHEMATICS","BOX 354350, SEATTLE, USA, WASHINGTON, 98195-4350"
"ELECTRONIC JOURNAL OF QUALITATIVE THEORY OF DIFFERENTIAL EQUATIONS","1417-3875","1417-3875","UNIV SZEGED, BOLYAI INSTITUTE","ARADI VERTANUK TERE 1, SZEGED, HUNGARY, 6720"
"ELECTRONIC JOURNAL OF STATISTICS","1935-7524","1935-7524","INST MATHEMATICAL STATISTICS","3163 SOMERSET DR, CLEVELAND, USA, OH, 44122"
"ELECTRONIC MATERIALS LETTERS","1738-8090","2093-6788","KOREAN INST METALS MATERIALS","KIM BLDG 6TH FLOOR, SEOCHO-DAERO 56 GIL 38, SEOCHO-GU, SEOUL, SOUTH KOREA, 137-881"
"ELECTRONIC RESEARCH ARCHIVE","","2688-1594","AMER INST MATHEMATICAL SCIENCES-AIMS","PO BOX 2604, SPRINGFIELD, USA, MO, 65801-2604"
"ELECTRONICS","2079-9292","2079-9292","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"ELECTRONICS AND COMMUNICATIONS IN JAPAN","1942-9533","1942-9541","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ELECTRONICS LETTERS","0013-5194","1350-911X","INST ENGINEERING TECHNOLOGY-IET","MICHAEL FARADAY HOUSE SIX HILLS WAY STEVENAGE, HERTFORD, ENGLAND, SG1 2AY"
"ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS","1068-9613","1068-9613","KENT STATE UNIVERSITY","ETNA, DEPT MATHEMATICS & COMPUTER SCIENCE, KENT, USA, OH, 44242-0001"
"ELECTROPHORESIS","0173-0835","1522-2683","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ELEKTRONIKA IR ELEKTROTECHNIKA","1392-1215","2029-5731","KAUNAS UNIV TECHNOLOGY","KAUNAS UNIV TECHNOL, DEPT ELECTRONICS ENGINEERING, STUDENTU STR 50, KAUNAS, LITHUANIA, LT-51368"
"ELEMENTA-SCIENCE OF THE ANTHROPOCENE","2325-1026","2325-1026","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758"
"ELEMENTS","1811-5209","1811-5217","MINERALOGICAL SOC AMER","3635 CONCORDE PKWY STE 500, CHANTILLY, USA, VA, 20151-1125"
"ELIFE","2050-084X","2050-084X","ELIFE SCIENCES PUBLICATIONS LTD","SHERATON HOUSE, CASTLE PARK, CAMBRIDGE, ENGLAND, CB3 0AX"
"EMBO JOURNAL","0261-4189","1460-2075","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"EMBO MOLECULAR MEDICINE","1757-4676","1757-4684","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"EMBO REPORTS","1469-221X","1469-3178","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"EMERGENCIAS","1137-6821","2386-5857","SANIDAD EDICIONES","CAPITAL HAYA, 60, MADRID, SPAIN, 28020"
"EMERGENCY MEDICINE AUSTRALASIA","1742-6731","1742-6723","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"EMERGENCY MEDICINE CLINICS OF NORTH AMERICA","0733-8627","1558-0539","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899"
"EMERGENCY MEDICINE INTERNATIONAL","2090-2840","2090-2859","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"EMERGENCY MEDICINE JOURNAL","1472-0205","1472-0213","BMJ PUBLISHING GROUP","BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR"
"EMERGING INFECTIOUS DISEASES","1080-6040","1080-6059","CENTERS  DISEASE CONTROL & PREVENTION","1600 CLIFTON RD, ATLANTA, USA, GA, 30333"
"EMERGING MATERIALS RESEARCH","2046-0147","2046-0155","ICE PUBLISHING","INST CIVIL ENGINEERS, 1 GREAT GEORGE ST, WESTMINISTER, ENGLAND, SW 1P 3AA"
"EMERGING MICROBES & INFECTIONS","2222-1751","2222-1751","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"EMIRATES JOURNAL OF FOOD AND AGRICULTURE","2079-052X","2079-0538","UNITED ARAB EMIRATES UNIV","P. O. BOX 17551, AL AIN, U ARAB EMIRATES,"
"EMPIRICAL SOFTWARE ENGINEERING","1382-3256","1573-7616","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"EMU-AUSTRAL ORNITHOLOGY","0158-4197","1448-5540","TAYLOR & FRANCIS AUSTRALASIA","LEVEL 2, 11 QUEENS RD, MELBOURNE, AUSTRALIA, VIC, 3004"
"ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE","0013-7006","","MASSON EDITEUR","21 STREET CAMILLE DESMOULINS, ISSY, MOULINEAUX CEDEX 9, FRANCE, 92789"
"ENDANGERED SPECIES RESEARCH","1863-5407","1613-4796","INTER-RESEARCH","NORDBUNTE 23, OLDENDORF LUHE, GERMANY, D-21385"
"ENDEAVOUR","0160-9327","1873-1929","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"ENDOCRINE","1355-008X","1559-0100","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ENDOCRINE CONNECTIONS","2049-3614","2049-3614","BIOSCIENTIFICA LTD","STARLING HOUSE, 1600 BRISTOL PARKWAY N, BRISTOL, England, BS34 8YU"
"ENDOCRINE JOURNAL","0918-8959","1348-4540","JAPAN ENDOCRINE SOC","75  YANAGINOBANBA NISHIIRU-MASUYA-CHO, SANJOU-DORI, NAKAGYOU-KU, KYOTO, JAPAN, 604-8111"
"ENDOCRINE METABOLIC & IMMUNE DISORDERS-DRUG TARGETS","1871-5303","2212-3873","BENTHAM SCIENCE PUBL LTD","EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR"
"ENDOCRINE PATHOLOGY","1046-3976","1559-0097","HUMANA PRESS INC","999 RIVERVIEW DRIVE SUITE 208, TOTOWA, USA, NJ, 07512"
"ENDOCRINE PRACTICE","1530-891X","1934-2403","AMER ASSOC CLINICAL ENDOCRINOLOGISTS","245 RIVERSIDE AVENUE, STE 200, JACKSONVILLE, USA, FL, 32202"
"ENDOCRINE-RELATED CANCER","1351-0088","1479-6821","BIOSCIENTIFICA LTD","STARLING HOUSE, 1600 BRISTOL PARKWAY N, BRISTOL, England, BS34 8YU"
"ENDOCRINE RESEARCH","0743-5800","1532-4206","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"ENDOCRINE REVIEWS","0163-769X","1945-7189","ENDOCRINE SOC","2055 L ST NW, SUITE 600, WASHINGTON, USA, DC, 20036"
"ENDOCRINOLOGIA DIABETES Y NUTRICION","2530-0180","2530-0180","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ENDOCRINOLOGY","0013-7227","1945-7170","ENDOCRINE SOC","2055 L ST NW, SUITE 600, WASHINGTON, USA, DC, 20036"
"ENDOCRINOLOGY AND METABOLISM","2093-596X","2093-5978","KOREAN ENDOCRINE SOC","101-2503, 109 MAPO-DAERO, MAPO-GU, SEOUL, SOUTH KOREA, 04146"
"ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA","0889-8529","1558-4410","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899"
"ENDOKRYNOLOGIA POLSKA","0423-104X","2299-8306","VIA MEDICA","UL SWIETOKRZYSKA 73, GDANSK, POLAND, 80-180"
