"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"FLUMINENSIA","0353-4642","1848-9680","UNIV RIJEKA, FAC PHILOSOPHY","TRG IVANA KLOBUCARICA 1, RIJEKA, CROATIA, 51000"
"FME TRANSACTIONS","1451-2092","2406-128X","UNIV BELGRADE, FAC MECHANICAL ENGINEERING","KRALJICE MARIJE 16, 35, BELGRADE, SERBIA, 11120"
"FOCAAL-JOURNAL OF GLOBAL AND HISTORICAL ANTHROPOLOGY","0920-1297","1558-5263","BERGHAHN JOURNALS","20 JAY ST, SUITE 512, BROOKLYN, USA, NY, 11201"
"FOCUS ON HEALTH PROFESSIONAL EDUCATION-A MULTIDISCIPLINARY JOURNAL","1442-1100","2204-7662","AUSTRALIAN NZ ASSOC HEALTH PROFESSIONAL EDUCATORS-ANZAHPE","C/HEALTH PROFESSIONAL EDUCATION, FLINDERS UNIV, PO BOX 852, RENMARK, AUSTRALIA, SA 5341"
"FOLIA GEOGRAPHICA","1336-6157","2454-1001","UNIV PRESOV","ULICA 17 NOVEMBRA 15, PRESOV, SLOVAKIA, 080 01"
"FOLIA LINGUISTICA ET LITTERARIA","1800-8542","1800-8542","UNIV MONTENEGRO, INST LANGUAGE & LITERATURE, FAC PHILOSOPHY-NIKSIC","DANILA BOJOVICA BB, NIKSIC, MONTENEGRO, CRNA GORA, 81400"
"FONSECA-JOURNAL OF COMMUNICATION","2172-9077","2172-9077","EDICIONES UNIV SALAMANCA","APARTADO DE CORREOS 325, SALAMANCA, SPAIN, 00000"
"FOOD AND FOODWAYS","0740-9710","1542-3484","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"FOOD QUALITY AND SAFETY","2399-1399","2399-1402","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"FOODS AND RAW MATERIALS","2308-4057","2310-9599","KEMEROVO STATE UNIV","STREET KRASNAYA, 6, KEMEROVO, Russia, 650000"
"FOOTWEAR SCIENCE","1942-4280","1942-4299","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"FOREIGN TRADE REVIEW","0015-7325","0971-7625","SAGE PUBLICATIONS INDIA  PVT LTD","B-1-I-1 MOHAN CO-OPERATIVE INDUSTRIAL AREA, MATHURA RD, POST BAG NO 7, NEW DELHI, INDIA, 110 044"
"FORENSIC CHEMISTRY","2468-1709","2468-1709","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"FORENSIC SCIENCE INTERNATIONAL GENETICS SUPPLEMENT SERIES","1875-1768","1875-175X","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000"
"FORENSIC SCIENCES RESEARCH","2096-1790","2471-1411","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"FORENSISCHE PSYCHIATRIE PSYCHOLOGIE KRIMINOLOGIE","1862-7072","1862-7080","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"FORESIGHT","1463-6689","1465-9832","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"FORESIGHT AND STI GOVERNANCE","1995-459X","2500-2597","NATL RESEARCH UNIV HIGHER SCH ECONOMICS","MYASNITSKAYA, 20, MOSCOW, RUSSIA, 101000"
"FOREST AND SOCIETY","2549-4724","2549-4333","MAKASSAR, FAK KEHUTANAN UNIV HASANUDDIN","JALAN PERINTIS KEMERDEKAAN KM 10, MAKASSAR, INDONESIA, 90245"
"FORESTIST","","2602-4039","ISTANBUL UNIV-CERRAHAPASA","ISTANBUL UNIV-CERRAHAPASA, ISTANBUL, TURKEY, AVCILAR, 34320"
"FOREST SCIENCE AND TECHNOLOGY","2158-0103","2158-0715","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"FORMALIZED MATHEMATICS","1898-9934","1898-9934","SCIENDO","DE GRUYTER POLAND SP Z O O, BOGUMILA ZUGA 32A STR, WARSAW, POLAND, 01-811"
"FORMA-REVISTA D ESTUDIS COMPARATIUS ART LITERATURA PENSAMENT","2013-7761","2013-7761","UNIV POMPEU FABRA","PLACA DE LA MERCE 10-12, BARCELONA, SPAIN, 08002"
"FORMATH","2188-5729","2188-5729","FORMATH RESEARCH GROUP","FORMATH RESEARCH GROUP, TACHIKAWA, JAPAN, 00000"
"FORMA Y FUNCION","0120-338X","2256-5469","UNIV NACIONAL COLOMBIA, FAC CIENCIAS HUMANAS","CIUDAD UNIV, BIBLIOTECA CENTRAL, EDIFICIO ANTONIO NARINO, OFICINA 220, BOGOTA, COLOMBIA, 00000"
"FORMOSAN JOURNAL OF SURGERY","1682-606X","2213-5413","WOLTERS KLUWER MEDKNOW PUBLICATIONS","WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, INDIA, 400059"
"FORO DE EDUCACION","1698-7799","1698-7802","FAHRENHOUSE","C VALLE INCLAN 31, CABRERIZOS, SALAMANCA, SPAIN, 37193"
"FORO DE PROFESORES DE E-LE","1886-337X","1886-337X","UNIV POLITECNICA VALENCIA, EDITORIAL UPV","CAMINO VERA S-N, VALENCIA, SPAIN, 46022"
"FORO EDUCACIONAL","0717-2710","0718-0772","UNIV CATOLICA SILVA HENRIQUEZ","GENERAL JOFRE 462, SANTIAGO, CHILE, 00000"
"FORO INTERNACIONAL","0185-013X","2448-6523","COLEGIO MEXICO, A C, DEPT PUBLICACIONES","CAMINO AL AJUSCO 20, COL PEDREGAL SANTA TERESA, MEXICO CITY, MEXICO, DF 10740"
"FORO INTERNO-ANUARIO DE TEORIA POLITICA","1578-4576","1988-2920","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040"
"FORO-REVISTA DE CIENCIAS JURIDICAS Y SOCIALES. NUEVAEPOCA","1698-5583","2255-5285","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040"
"FORUM FOR DEVELOPMENT STUDIES","0803-9410","1891-1765","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"FORUM FOR SOCIAL ECONOMICS","0736-0932","1874-6381","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"FORUM FOR WORLD LITERATURE STUDIES","1949-8519","2154-6711","KNOWLEDGE HUB PUBL CO LTD","AMTEL BUILDING, 148 DES VOEUX ROAD CENTRAL, HONG KONG, HONG KONG, 00000"
"FORUM-REVUE INTERNATIONALE D INTERPRETATION ET DE TRADUCTION-INTERNATIONAL JOURNAL OF INTERPRETATION AND TRANSLATION","1598-7647","2451-909X","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME"
"FOTOCINEMA-REVISTA CIENTIFICA DE CINE Y FOTOGRAFIA","2172-0150","2172-0150","FOTOCINEMA","FOTOCINEMA, MALAGA, SPAIN, 00000"
"FOUNDATION REVIEW","1944-5660","1944-5679","GRAND VALLEY STATE UNIV, JOHNSON CTR PHILANTHROPY & NONPROFIT LDSHP","201 FRONT AVE SW, GRAND RAPIDS, USA, MI, 49504"
"FOUNDATIONS AND TRENDS IN COMMUNICATIONS AND INFORMATION THEORY","1567-2190","1567-2328","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN COMPUTER GRAPHICS AND VISION","1572-2740","1572-2759","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN DATABASES","1931-7883","1931-7891","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN ELECTRONIC DESIGN AUTOMATION","1551-3939","1551-3947","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN ENTREPRENEURSHIP","1551-3114","1551-3122","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN MACHINE LEARNING","1935-8237","1935-8245","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN MARKETING","1555-0753","1555-0761","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN NETWORKING","1554-057X","1554-0588","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN PROGRAMMING LANGUAGES","2325-1107","2325-1131","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN SIGNAL PROCESSING","1932-8346","1932-8354","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN SYSTEMS AND CONTROL","2325-6818","2325-6826","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS AND TRENDS IN THEORETICAL COMPUTER SCIENCE","1551-305X","1551-3068","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"FOUNDATIONS OF COMPUTING AND DECISION SCIENCES","0867-6356","2300-3405","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"FOUNDATIONS OF MANAGEMENT","2080-7279","2300-5661","SCIENDO","DE GRUYTER POLAND SP Z O O, BOGUMILA ZUGA 32A STR, WARSAW, POLAND, 01-811"
"FOURTH GENRE-EXPLORATIONS IN NONFICTION","1522-3868","1544-1733","MICHIGAN STATE UNIV PRESS","1405 SOUTH HARRISON RD, STE 25 MANLY MILES BUILDING, E LANSING, USA, MI, 48823-5202"
"FRACTAL AND FRACTIONAL","2504-3110","2504-3110","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"FRAGMENTA ENTOMOLOGICA","0429-288X","2284-4880","UNIV DEGLI STUDI DI ROMA LA SAPIENZA","DIPARTIMENTO DI BIOLOGIA ANIMALE E DELL'UOMO, VIALE DELL'UNIVERSITA, 32, ROME, ITALY, 00000"
"FRAGMENTOS DE FILOSOFIA","1132-3329","2173-6464","UNIV SEVILLA, EDITORIAL","SECRETARIADO PUBLICACIONES, C/ PORVENIR, NO 27, SEVILLE, SPAIN, 41013"
"FRAMEWORK-THE JOURNAL OF CINEMA AND MEDIA","0306-7661","1559-7989","WAYNE STATE UNIV PRESS","4809 WOODWARD AVE, DETROIT, USA, MI, 48201-1309"
"FRANCOFONIA-STUDI E RICERCHE SULLE LETTERATURE DI LINGUA FRANCESE","1121-953X","2036-5659","CASA EDITRICE LEO S OLSCHKI","VIUZZO DEL POZZETTO, 8, FLORENCE, ITALY, I-50126"
"FRANTICE.NET","2110-5324","2110-5324","UNIV LIMOGES","33 RUE FRANCOIS MITTERAND, LIMOGES, FRANCE, 87032"
"FRANTSUZSKII EZHEGODNIK-ANNUAIRE D ETUDES FRANCAISES","0235-4349","0235-4349","RUSSIAN ACAD SCIENCES, INST WORLD HISTORY","LENINSKY PROSPEKT 32A, MOSCOW, RUSSIA, 119334"
"FRATTURA ED INTEGRITA STRUTTURALE","1971-8993","1971-8993","GRUPPO ITALIANO FRATTURA","VIA G DI BIASIO, CASSINO, ITALY, 03043"
"FRENCH COLONIAL HISTORY","1539-3402","1543-7787","MICHIGAN STATE UNIV PRESS","1405 SOUTH HARRISON RD, STE 25 MANLY MILES BUILDING, E LANSING, USA, MI, 48823-5202"
"FRENCH POLITICS","1476-3419","1476-3427","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS"
"FRENCH STUDIES BULLETIN","0262-2750","1748-9180","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"FRENCH STUDIES IN SOUTHERN AFRICA","0259-0247","0259-0247","ASSOC FRENCH STUDIES SOUTHERN AFRICA","UNIV SOUTH AFRICA, DEPT ROMANCE LANGUAGES, PO BOX 392, PRETORIA, SOUTH AFRICA, 0001"
"FRENCH-UKRAINIAN JOURNAL OF CHEMISTRY","2312-3222","2312-3222","TARAS SHEVCHENKO NATL UNIV KYIV","TARAS SHEVCHENKO NATL UNIV KYIV, KYIV, UKRAINE, 00000"
"FRESHWATER CRAYFISH","2076-4324","2076-4332","INT ASSOC ASTACOLOGY","C/O BILL DANIELS, RM 123, SWINGLE HALL, DEPT FISHERIES & ALLIED AQU,, AUBURN, USA, AL, 36849"
"FRONTERAS DE LA HISTORIA","2027-4688","2539-4711","INST COLOMBIANO ANTROPOLOGIA & HISTORIA","CALLE 12 NO 2-41, BOGOTA, COLOMBIA, 00000"
"FRONTIERA ORL","2038-4793","2038-4785","FRONTIERA ORL","VIA FUGA 64, CASERTA, ITALY, 00000"
"FRONTIERS IN ASTRONOMY AND SPACE SCIENCES","2296-987X","2296-987X","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015"
"FRONTIERS IN FORESTS AND GLOBAL CHANGE","2624-893X","2624-893X","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015"
"FRONTIERS IN HEAT AND MASS TRANSFER","2151-8629","2151-8629","GLOBAL DIGITAL CENTRAL","PO BOX 257, COLUMBIA, USA, MO, 65201"
"FRONTIERS IN ROBOTICS AND AI","2296-9144","2296-9144","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015"
"FRONTIERS IN SUSTAINABLE FOOD SYSTEMS","2571-581X","2571-581X","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, SWITZERLAND, CH-1015"
"FRONTIERS IN SYNAPTIC NEUROSCIENCE","1663-3563","1663-3563","FRONTIERS RESEARCH FOUNDATION","EPFL SCIENCE PARK, BLDG D, LAUSANNE, SWITZERLAND, 1015"
"FRONTIERS OF AGRICULTURAL SCIENCE AND ENGINEERING","2095-7505","2095-977X","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029"
"FRONTIERS OF BUSINESS RESEARCH IN CHINA","1673-7326","1673-7431","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"FRONTIERS OF ECONOMICS IN CHINA","1673-3444","1673-3568","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029"
"FRONTIERS OF EDUCATION IN CHINA","1673-341X","1673-3533","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"FRONTIERS OF ENGINEERING MANAGEMENT","2095-7513","2096-0255","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029"
"FRONTIERS OF HISTORY IN CHINA","1673-3401","1673-3525","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029"
"FRONTIERS OF LAW IN CHINA","1673-3428","1673-3541","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029"
"FRONTIERS OF LITERARY STUDIES IN CHINA","1673-7318","1673-7423","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029"
"FRONTIERS OF OPTOELECTRONICS","2095-2759","2095-2767","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029"
"FRONTIERS OF PHILOSOPHY IN CHINA","1673-3436","1673-355X","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029"
"FRONTLINE GASTROENTEROLOGY","2041-4137","2041-4145","BMJ PUBLISHING GROUP","BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR"
"FRUHE BILDUNG","2191-9186","2191-9194","HOGREFE & HUBER PUBLISHERS","MERKELSTR 3, GOTTINGEN, GERMANY, D-37085"
"F SCOTT FITZGERALD REVIEW","1543-3951","1755-6333","PENN STATE UNIV PRESS","820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802"
"FUDAN JOURNAL OF THE HUMANITIES AND SOCIAL SCIENCES","1674-0750","2198-2600","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"FUENTES EL REVENTON ENERGETICO","1657-6527","2145-8502","UNIV INDUSTRIAL SANTANDER","CIUDAD UNIV, CARRERA 27, CALLE 9, SANTANDER, COLOMBIA, BUCARAMANGA, 00000"
"FUKUSHIMA JOURNAL OF MEDICAL SCIENCE","0016-2590","2185-4610","FUKUSHIMA SOC MEDICAL SCIENCE","FUKUSHIMA MEDICAL UNIV LIBRARY, 1 HIKARIGAOKA,, FUKUSHIMA, JAPAN, 960-1297"
"FUNCTIONAL FOODS IN HEALTH AND DISEASE","2160-3855","2160-3855","FUNCTIONAL FOOD CENTER INC","5050 QUORUM DR, STE 700,  NO 338, DALLAS, USA, TX, 75254"
"FUNCTIONAL MATERIALS","1027-5495","2218-2993","NATL ACAD SCIENCES UKRAINE, INST SINGLE CRYSTALS","PR-KT LENINA 60, KHARKIV, UKRAINE, 61001"
"FUNCTIONAL NEUROLOGY","0393-5264","1971-3274","C I C-EDIZIONI INT SRL","CORSO TRIESTE, 42, ROME, ITALY, 00198"
"FUNCTIONES ET APPROXIMATIO COMMENTARII MATHEMATICI","0208-6573","0208-6573","WYDAWNICTWO NAUKOWE UAM","UL FREDRY 10, POZNAN, POLAND, 61-701"
"FUTURE BUSINESS JOURNAL","2314-7202","2314-7210","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"FUTURE CARDIOLOGY","1479-6678","1744-8298","FUTURE MEDICINE LTD","UNITEC HOUSE, 3RD FLOOR, 2 ALBERT PLACE, FINCHLEY CENTRAL, LONDON, ENGLAND, N3 1QB"
"FUTURE INTERNET","1999-5903","1999-5903","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"FUTURE JOURNAL OF PHARMACEUTICAL SCIENCES","2314-7245","2314-7253","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"FUTURE NEUROLOGY","1479-6708","1748-6971","FUTURE MEDICINE LTD","UNITEC HOUSE, 3RD FLOOR, 2 ALBERT PLACE, FINCHLEY CENTRAL, LONDON, ENGLAND, N3 1QB"
"FUTURE OF FOOD-JOURNAL ON FOOD AGRICULTURE AND SOCIETY","2197-411X","2197-411X","KASSEL UNIV PRESS GMBH","DIAGONALE 10, KASSEL, GERMANY, D-34127"
"FUTURE SCIENCE OA","2056-5623","2056-5623","FUTURE SCI LTD","UNITED HOUSE, 2 ALBERT PL, LONDON, ENGLAND, N3 1QB"
"FUTURO DEL PASADO-REVISTA ELECTRONICA DE HISTORIA","1989-9289","1989-9289","FUTURO PASADO","C/O FAC GEOGRAFIA & HISTORIA, UNIV SALAMANCA, SALAMANCA, SPAIN, 37002"
"FUZZY INFORMATION AND ENGINEERING","1616-8658","1616-8666","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"FWU JOURNAL OF SOCIAL SCIENCES","1995-1272","1995-1272","SHAHEED BENAZIR BHUTTO WOMEN UNIV","LARAMA, CHARSADDA RD, PESHAWAR, PAKISTAN, 00000"
"GABI JOURNAL-GENERICS AND BIOSIMILARS INITIATIVE JOURNAL","2033-6403","2033-6772","PRO PHARMA COMMUNICATIONS INT","POSTBUS 10001, MOL, BELGIUM, 2400"
"GACETA MEXICANA DE ONCOLOGIA","1665-9201","1665-9201","SOC MEXICANA ONCOLOGIA, A C","TUXPAN NO 59 PH, COL ROMA SUR, MEXICO, MEXICO, DF, 06760"
"GADJAH MADA INTERNATIONAL JOURNAL OF BUSINESS","1411-1128","2338-7238","GADJAH MADA UNIV, MASTER MANAGEMENT PROGRAM, FAC ECONOMICS & BUSINESS","JALAN PANCASILA,, YOGYAKARTA, INDONESIA, 55281"
"GALAXIES","2075-4434","2075-4434","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"GALEN MEDICAL JOURNAL","2588-2767","2322-2379","SALVIA MEDICAL SCIENCES LTD","40 BLOOMSBURY WAY, LONDON, ENGLAND, WC1A 2SE"
"GALICIA CLINICA","0304-4866","0304-4866","SOC GALLEGA MEDICINA INTERNA","JUANA VEGA 13, LA CORUNA, SPAIN, 15004"
"GALLERIE E GRANDI OPERE SOTTERRANEE","0393-1641","","PATRON EDITORE S R L","VIA BADINI 12, QUARTO INFERIORE, BOLOGNA, ITALY, 00000"
"GAMING LAW REVIEW-ECONOMICS REGULATION COMPLIANCE AND POLICY","2572-5300","2572-5327","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"GASTROENTEROLOGE","1861-9681","1861-969X","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"GASTROENTEROLOGY INSIGHTS","2036-7414","2036-7422","PAGEPRESS PUBL","MEDITGROUP, VIA G BELLI, 4, PAVIA, ITALY, 27100"
"GASTROENTEROLOGY RESEARCH","1918-2805","1918-2813","ELMER PRESS INC","9160 BOUL LEDUC, BUREAU 410, BROSSARD, QUEBEC, CANADA, J4Y 0E3"
"GASTROENTEROLOGY REVIEW-PRZEGLAD GASTROENTEROLOGICZNY","1895-5770","1897-4317","TERMEDIA PUBLISHING HOUSE LTD","KLEEBERGA ST 2, POZNAN, POLAND, 61-615"
"GASTROINTESTINAL TUMORS","2296-3774","2296-3766","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009"
"GATEWAYS-INTERNATIONAL JOURNAL OF COMMUNITY RESEARCH AND ENGAGEMENT","1836-3393","1836-3393","UNIV TECHNOLOGY, SYDNEY-UTS EPRESS","BROADWAY, PO BOX 123, SYDNEY, AUSTRALIA, NSW, 2007"
"GAZETA DE ANTROPOLOGIA","2340-2792","2340-2792","ASOC GRANADINA ANTROPOLOGIA","APARTADO 754, GRANADA, SPAIN, 18080"
"GAZI AKADEMIK BAKIS-GAZI ACADEMIC VIEW","1307-9778","1309-5137","HALE SIVGIN","JOURNAL GAZI ACAD VIEW, C/O GAZI UNIV, G U ARASTIRMA MERKEZLERI BINASI 6 NOLU DAIRE TEKNIKOKULLAR, ANKARA, TURKEY, 00000"
"GAZI MEDICAL JOURNAL","2147-2092","2147-2092","GAZI UNIV, FAC MED","GAZI UNIV, FAC MED, ANKARA, TURKEY, 06500"
"GAZI UNIVERSITY JOURNAL OF SCIENCE","2147-1762","2147-1762","GAZI UNIV","CENTER CAMPUS TECHNOLOGY FAC B BLOCK EK BINA, 2ND FL, ANKARA, TURKEY, 06500"
"GAZZETTA MEDICA ITALIANA ARCHIVIO PER LE SCIENZE MEDICHE","0393-3660","1827-1812","EDIZIONI MINERVA MEDICA","CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126"
"GEAM-GEOINGEGNERIA AMBIENTALE E MINERARIA-GEAM-GEOENGINEERING ENVIRONMENT AND MINING","1121-9041","1121-9041","PATRON EDITORE S R L","VIA BADINI 12, QUARTO INFERIORE, BOLOGNA, ITALY, 00000"
"GE-CONSERVACION","1989-8568","1989-8568","GRUPO ESPANOL I I C","IPHE, CALLE GRECO 4, MADRID, SPAIN, 28040"
"GECONTEC-REVISTA INTERNACIONAL DE GESTION DEL CONOCIMIENTO Y LA TECNOLOGIA","2255-5684","2255-5684","UNIV PABLO OLAVIDE","CARRETERA UTREA KM 1, SEVILLE, SPAIN, 41013"
"GEFASSCHIRURGIE","0948-7034","1434-3932","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"GELS","","2310-2861","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"GEMA ONLINE JOURNAL OF LANGUAGE STUDIES","1675-8021","1675-8021","PENERBIT UNIV KEBANGSAAN MALAYSIA","PENERBIT UNIV KEBANGSAAN MALAYSIA, FAC ECONOMICS & MANAGEMENT, BANGI, MALAYSIA, SELANGOR, 43600"
"GEM-INTERNATIONAL JOURNAL ON GEOMATHEMATICS","1869-2672","1869-2680","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"GENDER ISSUES","1098-092X","1936-4717","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"GENDER TECHNOLOGY & DEVELOPMENT","0971-8524","0973-0656","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"GENERAL PSYCHIATRY","2096-5923","2517-729X","BMJ PUBLISHING GROUP","BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR"
"GENE REGULATION AND SYSTEMS BIOLOGY","1177-6250","1177-6250","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"GENE REPORTS","2452-0144","2452-0144","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"GENETICS AND MOLECULAR RESEARCH","1676-5680","1676-5680","FUNPEC-EDITORA","RUA FLORIANO PEIXOTO 2444, ALTO DA BOA VISTA, RIBEIRAO PRETO, BRAZIL, SP, 00000"
"GENETICS RESEARCH INTERNATIONAL","2090-3154","2090-3162","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"GENIO MALIGNO-REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES","1988-3927","1988-3927","ASOC CULTURAL CANCRO","CALLE SAN JUAN REYES 89, GRANADA, SPAIN, 00000"
"GENOCIDE STUDIES INTERNATIONAL","2291-1847","2291-1855","UNIV TORONTO PRESS INC","JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8"
"GENOMICS INSIGHTS","1178-6310","1178-6310","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
