Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
4629;17300154912;Serbian Journal of Experimental and Clinical Research;journal;2335075X, 18208665;0,118;Q4;7;44;173;844;21;147;0,16;19,18;Serbia;University of Kragujevac;2008-ongoing;Medicine (miscellaneous) (Q4)
4630;19400158636;Sociologija i Prostor;journal;18465226;0,118;Q4;5;12;55;463;12;49;0,24;38,58;Croatia;Institut za Drustvena Istrazivanja u Zagrebu;2009-ongoing;"Education (Q4); Geography, Planning and Development (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)"
4631;17700155419;Sur - International Journal of Human Rights;journal;18066445;0,118;Q4;4;0;84;0;15;81;0,2;0;Brazil;Sur - Rede Universitaria de Direitos Humanos;2012-ongoing;"Law (Q4); Sociology and Political Science (Q4)"
4632;21100389317;Conservation Science in Cultural Heritage;journal;19739494;0,117;Q3;2;0;44;0;6;40;0,11;0;Italy;;2014-ongoing;"Conservation (Q3); Museology (Q3)"
4633;10300153362;Contemporanea;journal;11273070;0,117;Q3;5;35;98;1816;10;98;0,05;51,89;Italy;Societa Editrice Il Mulino;1999, 2002, 2008-ongoing;History (Q3)
4634;21100841273;Ecological Genetics;journal;18110932, 24119202;0,117;Q4;1;28;29;1228;5;28;0,18;43,86;Russian Federation;LLC Eco-Vector;2017-ongoing;"Biochemistry (Q4); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Genetics (Q4); Genetics (clinical) (Q4)"
4635;7400153103;Frontiers of Business Research in China;journal;16737326, 16737431;0,117;Q4;9;24;19;1580;5;19;0,38;65,83;Singapore;Springer Singapore;2007-ongoing;"Business, Management and Accounting (miscellaneous) (Q4); Public Administration (Q4)"
4636;34418;Geoadria / glasilo Hrvatskog geografskog drustva--ogranak Zadar i Odsjeka za geografiju Filozofskog fakulteta u Zadru;journal;13312294;0,117;Q4;2;4;15;190;4;15;0,27;47,5;Croatia;Geografsko Drustvo;1996, 1998, 2016-ongoing;"Atmospheric Science (Q4); Demography (Q4); Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)"
4637;21100827423;IIUM Engineering Journal;journal;1511788X, 22897860;0,117;Q4;4;43;62;1149;28;62;0,45;26,72;Malaysia;International Islamic University Malaysia;2016-ongoing;"Applied Mathematics (Q4); Chemical Engineering (miscellaneous) (Q4); Computer Science (miscellaneous) (Q4); Engineering (miscellaneous) (Q4)"
4638;17500155122;International Journal of Integrative Biology;journal;09738363, 09742816;0,117;Q4;19;0;8;0;2;8;0;0;United States;Mary Ann Liebert Inc.;2008-2016 (cancelled);"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Neuroscience (miscellaneous) (Q4)"
4639;21100211746;Journal of Military and Veterans' Health;journal;18392733, 18351271;0,117;Q4;6;19;75;510;21;55;0,36;26,84;Australia;Australasian Military Medicine Association;2012-ongoing;Medicine (miscellaneous) (Q4)
4640;8000153148;Kriterion;journal;19815336, 0100512X;0,117;Q3;3;30;102;893;3;101;0,04;29,77;Brazil;Universidade Federal de Minas Gerais;2007-ongoing;Philosophy (Q3)
4641;21100465408;Medical Journal of Indonesia;journal;22528083, 08531773;0,117;Q4;6;50;134;964;16;118;0,14;19,28;Indonesia;Faculty of Medicine Universitas Indonesia;2015-ongoing;Medicine (miscellaneous) (Q4)
4642;55176;New Medicine;journal;14270994;0,117;Q4;5;6;66;116;7;66;0,07;19,33;United States;Borgis Publishing House;1999, 2001-2008, 2011-ongoing;Medicine (miscellaneous) (Q4)
4643;19700174957;Pneumon;journal;1105848X, 17914914;0,117;Q4;5;11;109;416;4;62;0;37,82;Greece;The Hellenic Thoracic Socety (HTS);2009-ongoing;Pulmonary and Respiratory Medicine (Q4)
4644;12100154912;Revista Colombiana de Cardiologia;journal;1205633;0,117;Q4;8;135;411;3196;54;386;0,12;23,67;Colombia;Sociedad Colombiana De Cardiologia;2008-ongoing;Cardiology and Cardiovascular Medicine (Q4)
4645;25369;Revista Critica de Ciencias Sociais;journal;21827435;0,117;Q4;3;20;80;717;15;76;0,24;35,85;Portugal;Centro de estudos sociais;1981, 2001, 2015-ongoing;"Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
4646;5100152903;Revista Cubana de Plantas Medicinales;journal;10284796;0,117;Q4;11;0;98;0;17;96;0,18;0;Cuba;Editorial Ciencias Medicas;1996-1997, 1999-2002, 2005-ongoing;"Drug Discovery (Q4); Pharmacology (Q4); Plant Science (Q4)"
4647;21100205962;Tempo (Brazil);journal;14137704, 1980542X;0,117;Q3;4;38;98;1440;14;94;0,18;37,89;Brazil;Universidade Federal Fluminense;1999, 2001, 2007-ongoing;History (Q3)
4648;21100794584;Yuzuncu Yil University Journal of Agricultural Sciences;journal;13087576, 13087584;0,117;Q4;3;32;150;1208;21;150;0,14;37,75;Turkey;University of Yuzuncu Yil;2016-ongoing;Agricultural and Biological Sciences (miscellaneous) (Q4)
4649;5800173395;ARQ;journal;07160852, 07176996;0,116;Q2;4;34;167;166;11;141;0,04;4,88;Chile;Pontificia Universidad Catolica de Chile;2007-ongoing;"Visual Arts and Performing Arts (Q2); Architecture (Q3); Conservation (Q3)"
4650;19700177033;Artnodes;journal;16955951;0,116;Q2;3;33;68;988;7;59;0,13;29,94;Spain;Fundacio per la Universitat Oberta de Catalunya;2009-ongoing;"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4)"
4651;20500195077;Historia Constitucional;journal;15764729;0,116;Q3;4;21;40;1330;4;37;0,09;63,33;Spain;Universidad de Oviedo;2011-ongoing;"History (Q3); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
4652;21100217007;Iranian Journal of Information Processing Management;journal;22518231, 22518223;0,116;Q4;3;54;149;1396;27;149;0,21;25,85;Iran;Iranian Research Institute for Information Science and Technology;2012-ongoing;Computer Science (miscellaneous) (Q4)
4653;19700188212;Journal of Special Education and Rehabilitation;journal;14096099, 1857663X;0,116;Q4;4;8;50;230;7;49;0,11;28,75;Macedonia;Institute of Special Education and Rehabilitation;2010-ongoing;"Developmental and Educational Psychology (Q4); Education (Q4); Psychiatry and Mental Health (Q4)"
4654;26700;Revista Argentina de Endocrinologia y Metabolismo;journal;18513034;0,116;Q4;11;0;49;0;6;46;0,23;0;Argentina;Sociedad Argentina de Endocrinologia y Metabolismo;1957, 1959-1960, 1999-2016 (cancelled);"Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4)"
4655;21100856604;Revista Electronica Educare;journal;14094258;0,116;Q4;2;56;69;1510;11;69;0,16;26,96;Costa Rica;Universidad Nacional, Costa Rica;2017-ongoing;Education (Q4)
4656;21100811505;Symposion;journal;23926260, 1584174X;0,116;Q3;2;15;66;426;5;66;0,1;28,4;Romania;Gheorghe Zane Institute for Economic and Social Research, Romanian Academy, Iasi Branch;2014-ongoing;"Philosophy (Q3); Sociology and Political Science (Q4)"
4657;21100808441;Teorie Vedy/ Theory of Science;journal;12100250, 18046347;0,116;Q4;4;5;41;145;6;39;0,21;29;Czech Republic;Centre for Science, Technology, and Society Studie, Institute of Philosophy of the Czech Academy of Sciences;2016-ongoing;History and Philosophy of Science (Q4)
4658;21100202129;Tonos Digital;journal;15776921;0,116;Q3;2;105;207;3369;6;207;0,04;32,09;Spain;Universidad de Murcia;2011-ongoing;"Language and Linguistics (Q3); Linguistics and Language (Q3)"
4659;19700174945;Turk Dermatoloji Dergisi;journal;13085255, 13077635;0,116;Q4;5;44;147;750;10;94;0,11;17,05;Turkey;Galenos Yayinevi;2009-ongoing;Dermatology (Q4)
4660;27739;Atenea;journal;07161840, 07180462;0,115;Q4;5;16;92;404;10;88;0,1;25,25;Chile;Universidad de Concepcion;1979, 1984, 2000-2001, 2007-ongoing;"Arts and Humanities (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
4661;4000151712;Chinese Journal of Contemporary Neurology and Neurosurgery;journal;16726731;0,115;Q4;8;170;565;4129;39;564;0,07;24,29;China;Tianjin Huanhu Hospital;2006-ongoing;"Neurology (Q4); Neurology (clinical) (Q4)"
4662;21100838187;European Journal of Humour Research;journal;2307700X;0,115;Q3;2;32;38;1248;4;29;0,14;39;Poland;Cracow Tertium Society for the Promotion of Language Studies;2017-ongoing;"Cultural Studies (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3); Applied Psychology (Q4); Communication (Q4)"
4663;21100207633;Ge-Conservacion;journal;19898568;0,115;Q2;3;13;109;282;15;103;0,15;21,69;Spain;Grupo Espanol del IIC (International Institute for Conservation of Historic and Artistic Works);2009-ongoing;"Visual Arts and Performing Arts (Q2); Conservation (Q3); Museology (Q3)"
4664;21100847442;Indonesian Journal on Geoscience;journal;23559306, 23559314;0,115;Q4;3;16;46;433;22;46;0,58;27,06;Indonesia;Geological Agency;2014-ongoing;Earth and Planetary Sciences (miscellaneous) (Q4)
4665;17600155044;International Journal of Digital Multimedia Broadcasting;journal;16877586, 16877578;0,115;Q3;15;9;16;270;11;15;0,62;30;Egypt;Hindawi Publishing Corporation;2009-ongoing;"Media Technology (Q3); Communication (Q4); Electrical and Electronic Engineering (Q4)"
4666;19700173001;Journals of Intellectual Property Rights;journal;09717544, 09751076;0,115;Q4;12;13;102;564;13;102;0,16;43,38;India;National Institute of Science Communication and Information Resources (NISCAIR);2008-ongoing;Law (Q4)
4667;21234;Melanges de la Casa de Velazquez;book series;0076230X;0,115;Q2;4;36;120;842;16;103;0,12;23,39;Spain;Casa de Velazquez;1972, 2008-2011, 2013-ongoing;"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3)"
4668;21100820675;Orbital;journal;19846428;0,115;Q4;1;67;52;2032;11;51;0,22;30,33;Brazil;Universidade Federal de Mato Grosso do Sul, Departamento de Quimica;2017-ongoing;"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)"
4669;21100854766;Public Sector Economics;journal;24598860;0,115;Q4;1;24;23;722;7;23;0,3;30,08;Croatia;Institute of Public Finance;2017-ongoing;"Economics and Econometrics (Q4); Finance (Q4)"
4670;5000155404;Revista Chilena de Radiologia;journal;0717201X, 07179308;0,115;Q4;5;15;104;182;9;85;0,1;12,13;Chile;Publimpacto;2002, 2006-ongoing;Radiology, Nuclear Medicine and Imaging (Q4)
4671;21100815532;Revista de Osteoporosis y Metabolismo Mineral;journal;21732345, 1889836X;0,115;Q4;2;22;46;583;4;40;0,11;26,5;Spain;Sociedad Espanola de Investigacion Osea y del Metabolismo Mineral;2017-ongoing;Endocrinology, Diabetes and Metabolism (Q4)
4672;27133;Rivista di Estetica;journal;24215864, 00356212;0,115;Q3;2;14;142;374;10;138;0,08;26,71;Italy;Rosenberg & Sellier;1966, 2013-ongoing;Philosophy (Q3)
4673;21100201709;Rupkatha Journal on Interdisciplinary Studies in Humanities;journal;9752935;0,115;Q4;5;57;285;1203;32;279;0,1;21,11;India;Sreecheta Mukherjee;2009-ongoing;Arts and Humanities (miscellaneous) (Q4)
4674;21100199845;Studia Antiqua et Archaeologica;journal;12242284;0,115;Q2;3;8;52;428;5;50;0,15;53,5;Romania;Alexandru Ioan Cuza - University of Iasi;2011-ongoing;"Classics (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3)"
4675;21100800033;Varia Historia;journal;01048775, 19824343;0,115;Q3;1;30;67;732;4;56;0,07;24,4;Brazil;Universidade Federal de Minas Gerais;2016-ongoing;History (Q3)
4676;19700169710;Vjesnik za Arheologiju i Povijest Dalmatinsku;journal;18490336, 18457789;0,115;Q2;5;0;57;0;5;56;0,02;0;Croatia;Arheoloski Muzej-Split;2008-ongoing;"Visual Arts and Performing Arts (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3)"
4677;21100794693;Ars Aeterna;journal;13379291, 24508497;0,114;Q2;1;12;21;154;4;21;0,19;12,83;Germany;De Gruyter Open Ltd.;2016-ongoing;"Literature and Literary Theory (Q2); Cultural Studies (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3)"
4678;5600155515;Croatian International Relations Review;journal;13311182, 18485782;0,114;Q4;2;16;52;538;16;52;0,34;33,63;Croatia;Institute for International Relations;2015-ongoing;Political Science and International Relations (Q4)
4679;6400153156;Economia Aplicada;journal;14138050, 19805330;0,114;Q4;8;7;83;243;8;83;0,05;34,71;Brazil;Faculdade de Economia, Administracao e Contabilidade de Ribeirao Preto da Universidade de Sao Paulo;2007-ongoing;Economics, Econometrics and Finance (miscellaneous) (Q4)
4680;21100201055;Human and Veterinary Medicine;journal;20667655, 20667663;0,114;Q4;8;26;142;679;27;141;0,25;26,12;Romania;Bioflux Publishing House;2011-ongoing;"Medicine (miscellaneous) (Q4); Veterinary (miscellaneous) (Q4)"
4681;21100200403;Istanbul Universitesi Veteriner Fakultesi Dergisi;journal;2502836;0,114;Q4;6;0;95;0;17;95;0,18;0;Turkey;Istanbul University, Faculty of Veterinary Medicine;2011-ongoing;Veterinary (miscellaneous) (Q4)
4682;19700201516;Journal of Chemical and Pharmaceutical Sciences;journal;9742115;0,114;Q4;11;0;1404;0;266;1404;0,19;0;India;SPB Pharma Society;2010-2016 (cancelled);"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Pharmaceutical Science (Q4); Pharmacology (Q4)"
4683;4700153503;Journal of the Liaquat University of Medical and Health Sciences;journal;17290341;0,114;Q4;11;51;112;1070;10;104;0,08;20,98;Pakistan;Liaquat University of Medical and Health Sciences;2006-ongoing;Medicine (miscellaneous) (Q4)
4684;21100229263;Juridicas;journal;17942918;0,114;Q4;2;18;43;706;10;38;0,29;39,22;Colombia;Universidad de Caldas;2012-ongoing;Law (Q4)
4685;17700154909;Kritika Kultura;journal;1656152X, 20946937;0,114;Q2;4;0;150;0;9;102;0,04;0;Philippines;Ateneo de Manila University Press;2009-ongoing;"Literature and Literary Theory (Q2); Cultural Studies (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3)"
4686;21100371223;Memorias;journal;17948886;0,114;Q3;1;22;83;703;3;72;0,06;31,95;Colombia;Universidad del Norte;2014-ongoing;"Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3)"
4687;19900191861;Open Hypertension Journal;journal;18765262;0,114;Q4;4;9;7;273;1;6;0,33;30,33;United Arab Emirates;Bentham Science Publishers;2011-ongoing;Cardiology and Cardiovascular Medicine (Q4)
4688;21100787776;Papers on Social Representations;journal;18193978, 10215573;0,114;Q4;2;10;32;462;8;32;0,25;46,2;United Kingdom;London School of Economics and Political Science;2016-ongoing;Social Psychology (Q4)
4689;7200153136;Revista Veterinaria;journal;16696840, 16684834;0,114;Q4;6;29;89;595;9;89;0,12;20,52;Argentina;Universidad Nacional del Nordeste;2007-ongoing;"Animal Science and Zoology (Q4); Veterinary (miscellaneous) (Q4)"
4690;27281;Scandinavian Journal of Laboratory Animal Science;journal;09013393, 20020112;0,114;Q4;17;5;30;138;6;30;0,07;27,6;Denmark;Scandinavian Federation for Laboratory Animal Science;1996-2012, 2014-ongoing;"Animal Science and Zoology (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Veterinary (miscellaneous) (Q4)"
4691;19700201406;Advances in Power Electronics;journal;20901828, 2090181X;0,113;Q4;10;1;18;16;9;18;0,4;16;Egypt;Hindawi Publishing Corporation;2010-ongoing;Electrical and Electronic Engineering (Q4)
